Generations,750
Population Size,15
Mutation Rate,0.4
Crossover Rate,0.7
Fitness,Best Fitness: 2217.92
Seed,9

Match,Day,Venue,Time Slot
Manchester City vs Manchester United,Day 3,St. James' Park,Slot 2:00-4:00
Manchester City vs New Castle,Day 36,Goodison Park,Slot 2:00-4:00
Chelsea vs New Castle,Day 2,Wembley,Slot 8:00-10:00
New Castle vs Everton,Day 4,Elland Road,Slot 2:00-4:00
Arsenal vs Everton,Day 36,Anfield,Slot 8:00-10:00
Tottenham vs Brighton,Day 3,Stamford Bridge,Slot 5:00-7:00
Liverpool vs New Castle,Day 7,Anfield,Slot 2:00-4:00
Arsenal vs New Castle,Day 29,Anfield,Slot 2:00-4:00
Manchester City vs Arsenal,Day 12,Stamford Bridge,Slot 8:00-10:00
Liverpool vs Manchester United,Day 5,Wembley,Slot 2:00-4:00
Manchester City vs Tottenham,Day 40,Elland Road,Slot 8:00-10:00
Manchester United vs Brentford,Day 1,St. James' Park,Slot 8:00-10:00
Manchester City vs Everton,Day 10,Villa Park,Slot 2:00-4:00
Manchester City vs Brentford,Day 38,Elland Road,Slot 8:00-10:00
Tottenham vs Everton,Day 12,Anfield,Slot 2:00-4:00
Liverpool vs Brentford,Day 3,Elland Road,Slot 2:00-4:00
Manchester United vs Tottenham,Day 7,Anfield,Slot 5:00-7:00
Chelsea vs Manchester United,Day 36,Emirates Stadium,Slot 8:00-10:00
Manchester United vs New Castle,Day 40,Goodison Park,Slot 5:00-7:00
Manchester United vs Everton,Day 34,St. James' Park,Slot 5:00-7:00
Arsenal vs Chelsea,Day 40,Stamford Bridge,Slot 5:00-7:00
Liverpool vs Everton,Day 30,Etihad Stadium,Slot 2:00-4:00
Tottenham vs Brentford,Day 1,Emirates Stadium,Slot 5:00-7:00
Arsenal vs Brighton,Day 10,Elland Road,Slot 8:00-10:00
Manchester City vs Liverpool,Day 32,St. James' Park,Slot 2:00-4:00
Brentford vs Everton,Day 7,Old Trafford,Slot 2:00-4:00
Chelsea vs Everton,Day 5,Old Trafford,Slot 5:00-7:00
Arsenal vs Liverpool,Day 1,Stamford Bridge,Slot 2:00-4:00
Chelsea vs Brentford,Day 38,Goodison Park,Slot 8:00-10:00
Liverpool vs Brighton,Day 36,Anfield,Slot 5:00-7:00
Chelsea vs Brighton,Day 7,Etihad Stadium,Slot 8:00-10:00
New Castle vs Tottenham,Day 31,Etihad Stadium,Slot 8:00-10:00
New Castle vs Brighton,Day 33,Goodison Park,Slot 8:00-10:00
Chelsea vs Tottenham,Day 33,St. James' Park,Slot 2:00-4:00
Liverpool vs Tottenham,Day 38,Stamford Bridge,Slot 2:00-4:00
Arsenal vs Tottenham,Day 5,Etihad Stadium,Slot 5:00-7:00
New Castle vs Brentford,Day 38,Etihad Stadium,Slot 5:00-7:00
Liverpool vs Chelsea,Day 10,Etihad Stadium,Slot 5:00-7:00
Arsenal vs Brentford,Day 38,Goodison Park,Slot 2:00-4:00
Manchester City vs Brighton,Day 5,Stamford Bridge,Slot 8:00-10:00
Manchester City vs Chelsea,Day 1,Stamford Bridge,Slot 8:00-10:00
Arsenal vs Manchester United,Day 32,Villa Park,Slot 5:00-7:00
Brighton vs Everton,Day 40,St. James' Park,Slot 5:00-7:00
Manchester United vs Brighton,Day 12,Emirates Stadium,Slot 5:00-7:00
Brentford vs Brighton,Day 1,Elland Road,Slot 2:00-4:00
