Generations,1000
Population Size,20
Mutation Rate,0.4
Crossover Rate,0.9
Fitness,Best Fitness: 2347.66
Seed,12

Match,Day,Venue,Time Slot
Manchester City vs Arsenal,Day 34,Elland Road,Slot 5:00-7:00
Manchester City vs New Castle,Day 37,St. James' Park,Slot 5:00-7:00
Arsenal vs Liverpool,Day 31,Elland Road,Slot 5:00-7:00
Arsenal vs Everton,Day 5,Goodison Park,Slot 8:00-10:00
Brentford vs Everton,Day 38,Old Trafford,Slot 5:00-7:00
Manchester United vs Brentford,Day 40,St. James' Park,Slot 2:00-4:00
Arsenal vs Tottenham,Day 36,Elland Road,Slot 2:00-4:00
New Castle vs Everton,Day 34,Emirates Stadium,Slot 2:00-4:00
Tottenham vs Brighton,Day 5,Wembley,Slot 8:00-10:00
Manchester City vs Chelsea,Day 3,Old Trafford,Slot 2:00-4:00
Manchester City vs Brentford,Day 12,Villa Park,Slot 8:00-10:00
New Castle vs Tottenham,Day 7,Emirates Stadium,Slot 8:00-10:00
Brentford vs Brighton,Day 33,Stamford Bridge,Slot 8:00-10:00
Arsenal vs Manchester United,Day 7,Goodison Park,Slot 5:00-7:00
Liverpool vs Brighton,Day 3,St. James' Park,Slot 2:00-4:00
Chelsea vs New Castle,Day 5,Emirates Stadium,Slot 5:00-7:00
Manchester City vs Tottenham,Day 9,Elland Road,Slot 2:00-4:00
Arsenal vs Chelsea,Day 10,Goodison Park,Slot 8:00-10:00
Chelsea vs Brighton,Day 40,Stamford Bridge,Slot 5:00-7:00
Chelsea vs Tottenham,Day 38,Anfield,Slot 8:00-10:00
Manchester City vs Everton,Day 40,Etihad Stadium,Slot 5:00-7:00
Chelsea vs Manchester United,Day 34,Emirates Stadium,Slot 5:00-7:00
Manchester United vs New Castle,Day 1,Elland Road,Slot 5:00-7:00
New Castle vs Brentford,Day 3,Stamford Bridge,Slot 2:00-4:00
Manchester United vs Tottenham,Day 3,Anfield,Slot 5:00-7:00
Liverpool vs Brentford,Day 35,Emirates Stadium,Slot 2:00-4:00
Liverpool vs Manchester United,Day 38,Wembley,Slot 5:00-7:00
Tottenham vs Brentford,Day 1,Villa Park,Slot 5:00-7:00
Manchester City vs Liverpool,Day 28,Stamford Bridge,Slot 2:00-4:00
Liverpool vs New Castle,Day 9,Anfield,Slot 8:00-10:00
Arsenal vs Brighton,Day 38,Anfield,Slot 5:00-7:00
Tottenham vs Everton,Day 31,Etihad Stadium,Slot 5:00-7:00
Arsenal vs Everton,Day 1,Goodison Park,Slot 8:00-10:00
Arsenal vs Brentford,Day 5,St. James' Park,Slot 5:00-7:00
Liverpool vs Tottenham,Day 40,Anfield,Slot 8:00-10:00
Liverpool vs Everton,Day 5,Goodison Park,Slot 8:00-10:00
Brighton vs Everton,Day 7,Goodison Park,Slot 8:00-10:00
Chelsea vs Brentford,Day 7,Etihad Stadium,Slot 5:00-7:00
Manchester City vs Brighton,Day 1,Elland Road,Slot 2:00-4:00
Manchester United vs Everton,Day 11,Villa Park,Slot 5:00-7:00
Chelsea vs Everton,Day 36,Goodison Park,Slot 8:00-10:00
Liverpool vs Chelsea,Day 1,Old Trafford,Slot 8:00-10:00
Manchester United vs Brighton,Day 9,Goodison Park,Slot 8:00-10:00
Arsenal vs New Castle,Day 40,St. James' Park,Slot 8:00-10:00
Manchester City vs Manchester United,Day 5,Villa Park,Slot 8:00-10:00
New Castle vs Brighton,Day 36,Villa Park,Slot 5:00-7:00
