Generations,500
Population Size,15
Mutation Rate,0.3
Crossover Rate,0.7
Fitness,Best Fitness: 2103.61
Seed,1

Match,Day,Venue,Time Slot
Arsenal vs Everton,Day 3,Wembley,Slot 2:00-4:00
Manchester City vs Tottenham,Day 38,Old Trafford,Slot 8:00-10:00
Brentford vs Brighton,Day 40,Villa Park,Slot 5:00-7:00
Chelsea vs Tottenham,Day 10,Goodison Park,Slot 2:00-4:00
Manchester United vs New Castle,Day 38,Goodison Park,Slot 2:00-4:00
Chelsea vs Brentford,Day 14,Old Trafford,Slot 5:00-7:00
Manchester City vs Everton,Day 40,Emirates Stadium,Slot 5:00-7:00
New Castle vs Brentford,Day 12,Goodison Park,Slot 5:00-7:00
Arsenal vs Manchester United,Day 29,Goodison Park,Slot 2:00-4:00
Arsenal vs Brentford,Day 26,Old Trafford,Slot 8:00-10:00
Brighton vs Everton,Day 26,Etihad Stadium,Slot 2:00-4:00
Manchester United vs Everton,Day 12,Anfield,Slot 5:00-7:00
Liverpool vs Brentford,Day 36,Goodison Park,Slot 8:00-10:00
Liverpool vs Tottenham,Day 4,Villa Park,Slot 5:00-7:00
Chelsea vs Manchester United,Day 8,Goodison Park,Slot 5:00-7:00
Arsenal vs Chelsea,Day 32,Etihad Stadium,Slot 8:00-10:00
Arsenal vs Brighton,Day 6,Emirates Stadium,Slot 2:00-4:00
Liverpool vs Manchester United,Day 40,St. James' Park,Slot 2:00-4:00
Manchester United vs Brighton,Day 32,Goodison Park,Slot 8:00-10:00
Manchester City vs Brighton,Day 14,Wembley,Slot 2:00-4:00
Manchester City vs Liverpool,Day 2,Anfield,Slot 2:00-4:00
Manchester City vs Arsenal,Day 35,Goodison Park,Slot 2:00-4:00
Manchester United vs Tottenham,Day 34,Etihad Stadium,Slot 8:00-10:00
Chelsea vs Brighton,Day 4,Goodison Park,Slot 2:00-4:00
Manchester City vs New Castle,Day 26,Elland Road,Slot 8:00-10:00
Liverpool vs New Castle,Day 6,Stamford Bridge,Slot 5:00-7:00
Brentford vs Everton,Day 5,Etihad Stadium,Slot 5:00-7:00
New Castle vs Everton,Day 30,Elland Road,Slot 5:00-7:00
Liverpool vs Everton,Day 33,Villa Park,Slot 5:00-7:00
Manchester City vs Brentford,Day 9,Wembley,Slot 5:00-7:00
Tottenham vs Brentford,Day 32,Elland Road,Slot 5:00-7:00
Tottenham vs Brighton,Day 2,Villa Park,Slot 2:00-4:00
Tottenham vs Everton,Day 1,Villa Park,Slot 8:00-10:00
Arsenal vs Tottenham,Day 8,Goodison Park,Slot 8:00-10:00
Chelsea vs Everton,Day 38,Goodison Park,Slot 8:00-10:00
New Castle vs Brighton,Day 36,Wembley,Slot 8:00-10:00
Arsenal vs Liverpool,Day 38,Wembley,Slot 2:00-4:00
Arsenal vs New Castle,Day 10,Emirates Stadium,Slot 5:00-7:00
Manchester United vs Brentford,Day 3,Villa Park,Slot 8:00-10:00
Manchester City vs Manchester United,Day 6,Old Trafford,Slot 2:00-4:00
Manchester City vs Chelsea,Day 30,Anfield,Slot 5:00-7:00
Chelsea vs New Castle,Day 1,Villa Park,Slot 5:00-7:00
Liverpool vs Brighton,Day 8,Stamford Bridge,Slot 5:00-7:00
New Castle vs Tottenham,Day 40,Etihad Stadium,Slot 8:00-10:00
Liverpool vs Chelsea,Day 35,Anfield,Slot 5:00-7:00
