Generations,750
Population Size,15
Mutation Rate,0.4
Crossover Rate,0.7
Fitness,Best Fitness: 2192.85
Seed,6

Match,Day,Venue,Time Slot
Brentford vs Everton,Day 35,Emirates Stadium,Slot 8:00-10:00
Manchester City vs Liverpool,Day 33,Old Trafford,Slot 8:00-10:00
Tottenham vs Everton,Day 10,Elland Road,Slot 5:00-7:00
Chelsea vs Brighton,Day 3,St. James' Park,Slot 2:00-4:00
New Castle vs Everton,Day 40,Etihad Stadium,Slot 5:00-7:00
Liverpool vs Brighton,Day 5,Stamford Bridge,Slot 5:00-7:00
Chelsea vs Tottenham,Day 30,St. James' Park,Slot 5:00-7:00
Manchester City vs Tottenham,Day 5,Etihad Stadium,Slot 5:00-7:00
Arsenal vs Liverpool,Day 40,Goodison Park,Slot 8:00-10:00
Arsenal vs Manchester United,Day 11,Stamford Bridge,Slot 5:00-7:00
Chelsea vs Everton,Day 37,Goodison Park,Slot 8:00-10:00
Liverpool vs Manchester United,Day 9,St. James' Park,Slot 2:00-4:00
Manchester United vs New Castle,Day 27,Emirates Stadium,Slot 5:00-7:00
Manchester City vs Brighton,Day 7,Elland Road,Slot 8:00-10:00
Manchester City vs Chelsea,Day 40,Elland Road,Slot 5:00-7:00
Manchester United vs Tottenham,Day 38,Villa Park,Slot 2:00-4:00
Brentford vs Brighton,Day 13,Old Trafford,Slot 2:00-4:00
Manchester City vs Everton,Day 20,Old Trafford,Slot 8:00-10:00
Manchester United vs Everton,Day 6,Anfield,Slot 5:00-7:00
New Castle vs Brighton,Day 37,Elland Road,Slot 8:00-10:00
Tottenham vs Brentford,Day 1,Emirates Stadium,Slot 8:00-10:00
Chelsea vs Brentford,Day 33,Etihad Stadium,Slot 5:00-7:00
Chelsea vs Manchester United,Day 37,St. James' Park,Slot 5:00-7:00
Manchester United vs Brentford,Day 40,Emirates Stadium,Slot 2:00-4:00
Liverpool vs Everton,Day 37,Etihad Stadium,Slot 5:00-7:00
Liverpool vs Brentford,Day 7,Villa Park,Slot 5:00-7:00
Arsenal vs Tottenham,Day 33,Wembley,Slot 2:00-4:00
Chelsea vs New Castle,Day 16,Goodison Park,Slot 2:00-4:00
Arsenal vs New Castle,Day 5,Villa Park,Slot 5:00-7:00
Manchester City vs Brentford,Day 10,Emirates Stadium,Slot 2:00-4:00
New Castle vs Tottenham,Day 12,St. James' Park,Slot 5:00-7:00
Manchester United vs Brighton,Day 1,Anfield,Slot 5:00-7:00
Manchester City vs Manchester United,Day 3,St. James' Park,Slot 8:00-10:00
Arsenal vs Brighton,Day 29,Emirates Stadium,Slot 8:00-10:00
Liverpool vs Tottenham,Day 35,Anfield,Slot 2:00-4:00
Liverpool vs Chelsea,Day 12,Stamford Bridge,Slot 8:00-10:00
Liverpool vs New Castle,Day 1,Wembley,Slot 8:00-10:00
New Castle vs Brentford,Day 3,Goodison Park,Slot 8:00-10:00
Manchester City vs Arsenal,Day 23,Anfield,Slot 2:00-4:00
Arsenal vs Chelsea,Day 8,Goodison Park,Slot 2:00-4:00
Arsenal vs Everton,Day 3,Goodison Park,Slot 2:00-4:00
Brighton vs Everton,Day 32,Elland Road,Slot 5:00-7:00
Manchester City vs New Castle,Day 35,Anfield,Slot 8:00-10:00
Arsenal vs Brentford,Day 38,Stamford Bridge,Slot 2:00-4:00
Tottenham vs Brighton,Day 40,Goodison Park,Slot 5:00-7:00
