Generations,750
Population Size,15
Mutation Rate,0.4
Crossover Rate,0.7
Fitness,Best Fitness: 2170.19
Seed,8

Match,Day,Venue,Time Slot
Brighton vs Everton,Day 5,Stamford Bridge,Slot 5:00-7:00
Liverpool vs Chelsea,Day 39,Etihad Stadium,Slot 2:00-4:00
New Castle vs Tottenham,Day 35,Old Trafford,Slot 2:00-4:00
New Castle vs Brighton,Day 3,Wembley,Slot 2:00-4:00
Chelsea vs Manchester United,Day 10,Old Trafford,Slot 2:00-4:00
Arsenal vs Brentford,Day 32,Elland Road,Slot 5:00-7:00
Liverpool vs Manchester United,Day 13,Goodison Park,Slot 5:00-7:00
Manchester City vs Tottenham,Day 38,Emirates Stadium,Slot 2:00-4:00
Arsenal vs Brighton,Day 3,Goodison Park,Slot 8:00-10:00
Tottenham vs Everton,Day 10,Emirates Stadium,Slot 5:00-7:00
Manchester United vs Brighton,Day 34,Old Trafford,Slot 5:00-7:00
Arsenal vs Chelsea,Day 20,Elland Road,Slot 8:00-10:00
Chelsea vs Brentford,Day 1,Goodison Park,Slot 2:00-4:00
Arsenal vs Manchester United,Day 40,Wembley,Slot 2:00-4:00
Manchester City vs Brighton,Day 40,Goodison Park,Slot 5:00-7:00
Chelsea vs New Castle,Day 37,Villa Park,Slot 8:00-10:00
Brentford vs Brighton,Day 36,Emirates Stadium,Slot 5:00-7:00
Manchester City vs Brentford,Day 5,Goodison Park,Slot 8:00-10:00
Arsenal vs Liverpool,Day 35,Goodison Park,Slot 8:00-10:00
Chelsea vs Tottenham,Day 3,Old Trafford,Slot 2:00-4:00
Tottenham vs Brentford,Day 40,Etihad Stadium,Slot 8:00-10:00
Chelsea vs Brighton,Day 5,Stamford Bridge,Slot 2:00-4:00
Liverpool vs Tottenham,Day 1,St. James' Park,Slot 8:00-10:00
Manchester City vs Everton,Day 12,Anfield,Slot 8:00-10:00
Liverpool vs Brighton,Day 40,St. James' Park,Slot 2:00-4:00
Liverpool vs New Castle,Day 5,Old Trafford,Slot 2:00-4:00
Tottenham vs Brighton,Day 8,Wembley,Slot 5:00-7:00
Manchester City vs Liverpool,Day 16,Wembley,Slot 2:00-4:00
Manchester City vs New Castle,Day 8,Emirates Stadium,Slot 8:00-10:00
Manchester City vs Manchester United,Day 1,Old Trafford,Slot 2:00-4:00
Manchester United vs New Castle,Day 38,Anfield,Slot 8:00-10:00
Manchester United vs Brentford,Day 3,St. James' Park,Slot 8:00-10:00
Manchester City vs Chelsea,Day 34,Etihad Stadium,Slot 2:00-4:00
Chelsea vs Everton,Day 32,St. James' Park,Slot 5:00-7:00
Arsenal vs New Castle,Day 1,Emirates Stadium,Slot 8:00-10:00
Manchester United vs Tottenham,Day 30,Goodison Park,Slot 2:00-4:00
Brentford vs Everton,Day 38,Stamford Bridge,Slot 5:00-7:00
Arsenal vs Everton,Day 7,Elland Road,Slot 8:00-10:00
New Castle vs Everton,Day 40,Anfield,Slot 8:00-10:00
Liverpool vs Everton,Day 3,Elland Road,Slot 2:00-4:00
Manchester City vs Arsenal,Day 37,St. James' Park,Slot 2:00-4:00
Liverpool vs Brentford,Day 7,Villa Park,Slot 8:00-10:00
Manchester United vs Everton,Day 25,Emirates Stadium,Slot 2:00-4:00
New Castle vs Brentford,Day 11,Villa Park,Slot 5:00-7:00
Arsenal vs Tottenham,Day 13,Elland Road,Slot 5:00-7:00
