Generations,1250
Population Size,20
Mutation Rate,0.4
Crossover Rate,0.7
Fitness,Best Fitness: 2262.15
Seed,15

Match,Day,Venue,Time Slot
Manchester City vs Brentford,Day 32,Goodison Park,Slot 2:00-4:00
Liverpool vs Brighton,Day 11,St. James' Park,Slot 5:00-7:00
Arsenal vs Brighton,Day 3,Stamford Bridge,Slot 2:00-4:00
Liverpool vs Chelsea,Day 33,Wembley,Slot 2:00-4:00
Manchester City vs Chelsea,Day 1,Emirates Stadium,Slot 2:00-4:00
Liverpool vs Manchester United,Day 6,Emirates Stadium,Slot 5:00-7:00
Arsenal vs Chelsea,Day 10,Wembley,Slot 2:00-4:00
New Castle vs Brighton,Day 1,Etihad Stadium,Slot 2:00-4:00
Tottenham vs Brentford,Day 40,Anfield,Slot 8:00-10:00
Brighton vs Everton,Day 8,Elland Road,Slot 5:00-7:00
Liverpool vs New Castle,Day 40,Etihad Stadium,Slot 2:00-4:00
Chelsea vs Tottenham,Day 8,Villa Park,Slot 5:00-7:00
Liverpool vs Everton,Day 37,Stamford Bridge,Slot 5:00-7:00
Liverpool vs Brentford,Day 1,Villa Park,Slot 2:00-4:00
Manchester United vs Everton,Day 31,Stamford Bridge,Slot 8:00-10:00
Tottenham vs Brighton,Day 31,Old Trafford,Slot 5:00-7:00
Arsenal vs Brentford,Day 38,Etihad Stadium,Slot 8:00-10:00
Arsenal vs Everton,Day 1,Stamford Bridge,Slot 8:00-10:00
Liverpool vs Tottenham,Day 38,Goodison Park,Slot 8:00-10:00
Chelsea vs Brighton,Day 40,Old Trafford,Slot 2:00-4:00
Chelsea vs New Castle,Day 6,Elland Road,Slot 8:00-10:00
Manchester City vs Tottenham,Day 35,Wembley,Slot 2:00-4:00
Manchester City vs Arsenal,Day 40,Etihad Stadium,Slot 8:00-10:00
Manchester United vs Brentford,Day 10,Anfield,Slot 5:00-7:00
Chelsea vs Brentford,Day 3,Villa Park,Slot 5:00-7:00
Manchester City vs Everton,Day 10,Anfield,Slot 2:00-4:00
Arsenal vs Manchester United,Day 29,Emirates Stadium,Slot 2:00-4:00
Manchester City vs New Castle,Day 38,Stamford Bridge,Slot 2:00-4:00
Arsenal vs Liverpool,Day 35,Emirates Stadium,Slot 5:00-7:00
Arsenal vs New Castle,Day 8,Elland Road,Slot 2:00-4:00
Chelsea vs Manchester United,Day 37,Anfield,Slot 2:00-4:00
Chelsea vs Everton,Day 39,Elland Road,Slot 5:00-7:00
Arsenal vs Tottenham,Day 6,Anfield,Slot 2:00-4:00
New Castle vs Tottenham,Day 2,Wembley,Slot 2:00-4:00
Manchester United vs Tottenham,Day 33,Stamford Bridge,Slot 5:00-7:00
New Castle vs Brentford,Day 36,Elland Road,Slot 5:00-7:00
Manchester City vs Manchester United,Day 2,Old Trafford,Slot 5:00-7:00
Manchester United vs New Castle,Day 2,Anfield,Slot 2:00-4:00
Manchester City vs Brighton,Day 6,Emirates Stadium,Slot 2:00-4:00
New Castle vs Everton,Day 34,Etihad Stadium,Slot 5:00-7:00
Brentford vs Brighton,Day 34,Villa Park,Slot 2:00-4:00
Tottenham vs Everton,Day 4,Stamford Bridge,Slot 5:00-7:00
Manchester United vs Brighton,Day 39,Goodison Park,Slot 5:00-7:00
Manchester City vs Liverpool,Day 4,Anfield,Slot 5:00-7:00
Brentford vs Everton,Day 6,Villa Park,Slot 8:00-10:00
