Generations,100
Population Size,20
Mutation Rate,0.1
Crossover Rate,0.9
Fitness,Best Fitness: 660.00
Seed,23

Match,Day,Venue,Time Slot
Manchester City vs Arsenal,Day 3,Anfield,Slot 2:00-4:00
Manchester City vs Liverpool,Day 16,Old Trafford,Slot 5:00-7:00
Manchester City vs Chelsea,Day 35,Emirates Stadium,Slot 2:00-4:00
Manchester City vs Manchester United,Day 26,Etihad Stadium,Slot 2:00-4:00
Manchester City vs New Castle,Day 27,Old Trafford,Slot 5:00-7:00
Manchester City vs Tottenham,Day 32,Wembley,Slot 5:00-7:00
Manchester City vs Brentford,Day 19,Etihad Stadium,Slot 5:00-7:00
Manchester City vs Brighton,Day 8,Wembley,Slot 8:00-10:00
Manchester City vs Everton,Day 31,Emirates Stadium,Slot 2:00-4:00
Arsenal vs Liverpool,Day 1,Villa Park,Slot 2:00-4:00
Arsenal vs Chelsea,Day 4,Goodison Park,Slot 2:00-4:00
Arsenal vs Manchester United,Day 10,Anfield,Slot 5:00-7:00
Arsenal vs New Castle,Day 28,Wembley,Slot 2:00-4:00
Arsenal vs Tottenham,Day 29,Stamford Bridge,Slot 2:00-4:00
Arsenal vs Brentford,Day 15,St. James' Park,Slot 2:00-4:00
Arsenal vs Brighton,Day 17,Anfield,Slot 5:00-7:00
Arsenal vs Everton,Day 16,Villa Park,Slot 2:00-4:00
Liverpool vs Chelsea,Day 27,St. James' Park,Slot 8:00-10:00
Liverpool vs Manchester United,Day 38,Wembley,Slot 5:00-7:00
Liverpool vs New Castle,Day 34,Emirates Stadium,Slot 8:00-10:00
Liverpool vs Tottenham,Day 23,Emirates Stadium,Slot 2:00-4:00
Liverpool vs Brentford,Day 7,Anfield,Slot 8:00-10:00
Liverpool vs Brighton,Day 3,Stamford Bridge,Slot 5:00-7:00
Liverpool vs Everton,Day 6,Stamford Bridge,Slot 2:00-4:00
Chelsea vs Manchester United,Day 6,Goodison Park,Slot 8:00-10:00
Chelsea vs New Castle,Day 11,Stamford Bridge,Slot 2:00-4:00
Chelsea vs Tottenham,Day 37,Villa Park,Slot 8:00-10:00
Chelsea vs Brentford,Day 8,Emirates Stadium,Slot 5:00-7:00
Chelsea vs Brighton,Day 9,Villa Park,Slot 8:00-10:00
Chelsea vs Everton,Day 33,Goodison Park,Slot 5:00-7:00
Manchester United vs New Castle,Day 24,Anfield,Slot 8:00-10:00
Manchester United vs Tottenham,Day 9,Etihad Stadium,Slot 5:00-7:00
Manchester United vs Brentford,Day 17,Old Trafford,Slot 2:00-4:00
Manchester United vs Brighton,Day 27,Elland Road,Slot 8:00-10:00
Manchester United vs Everton,Day 29,Wembley,Slot 8:00-10:00
New Castle vs Tottenham,Day 17,St. James' Park,Slot 5:00-7:00
New Castle vs Brentford,Day 5,Anfield,Slot 2:00-4:00
New Castle vs Brighton,Day 32,Etihad Stadium,Slot 5:00-7:00
New Castle vs Everton,Day 38,Anfield,Slot 5:00-7:00
Tottenham vs Brentford,Day 4,Anfield,Slot 5:00-7:00
Tottenham vs Brighton,Day 13,Anfield,Slot 8:00-10:00
Tottenham vs Everton,Day 1,Stamford Bridge,Slot 5:00-7:00
Brentford vs Brighton,Day 10,St. James' Park,Slot 8:00-10:00
Brentford vs Everton,Day 11,Villa Park,Slot 8:00-10:00
Brighton vs Everton,Day 26,Emirates Stadium,Slot 5:00-7:00
