Generations,2000
Population Size,25
Mutation Rate,0.5
Crossover Rate,0.9
Fitness,Best Fitness: 2337.03
Seed,11

Match,Day,Venue,Time Slot
Chelsea vs Tottenham,Day 10,Goodison Park,Slot 5:00-7:00
New Castle vs Everton,Day 1,Old Trafford,Slot 2:00-4:00
Manchester City vs Arsenal,Day 36,Villa Park,Slot 8:00-10:00
Arsenal vs Chelsea,Day 12,Etihad Stadium,Slot 2:00-4:00
Liverpool vs Manchester United,Day 8,St. James' Park,Slot 5:00-7:00
Tottenham vs Brighton,Day 36,Elland Road,Slot 5:00-7:00
Manchester City vs New Castle,Day 6,Stamford Bridge,Slot 2:00-4:00
Manchester City vs Brighton,Day 40,Villa Park,Slot 2:00-4:00
Manchester City vs Brentford,Day 9,Goodison Park,Slot 5:00-7:00
Chelsea vs Brentford,Day 7,Old Trafford,Slot 5:00-7:00
New Castle vs Brentford,Day 40,Emirates Stadium,Slot 5:00-7:00
Manchester City vs Everton,Day 3,Elland Road,Slot 5:00-7:00
Manchester United vs Brighton,Day 10,St. James' Park,Slot 8:00-10:00
Liverpool vs Chelsea,Day 32,Emirates Stadium,Slot 5:00-7:00
Manchester City vs Liverpool,Day 1,Emirates Stadium,Slot 8:00-10:00
Manchester City vs Manchester United,Day 35,Etihad Stadium,Slot 8:00-10:00
Arsenal vs Tottenham,Day 4,St. James' Park,Slot 8:00-10:00
Manchester United vs New Castle,Day 2,Villa Park,Slot 8:00-10:00
Manchester City vs Chelsea,Day 34,Emirates Stadium,Slot 8:00-10:00
Chelsea vs Brighton,Day 1,Stamford Bridge,Slot 8:00-10:00
Brighton vs Everton,Day 32,Anfield,Slot 8:00-10:00
Manchester United vs Brentford,Day 34,St. James' Park,Slot 8:00-10:00
Manchester United vs Everton,Day 38,Villa Park,Slot 5:00-7:00
Chelsea vs Everton,Day 40,Anfield,Slot 2:00-4:00
Liverpool vs Brighton,Day 38,Anfield,Slot 5:00-7:00
Arsenal vs Brighton,Day 6,St. James' Park,Slot 8:00-10:00
Brentford vs Brighton,Day 3,Stamford Bridge,Slot 2:00-4:00
Liverpool vs New Castle,Day 4,Emirates Stadium,Slot 8:00-10:00
Arsenal vs Liverpool,Day 2,Anfield,Slot 2:00-4:00
Manchester United vs Tottenham,Day 6,Old Trafford,Slot 8:00-10:00
Liverpool vs Tottenham,Day 40,Etihad Stadium,Slot 8:00-10:00
Liverpool vs Everton,Day 34,Goodison Park,Slot 5:00-7:00
Chelsea vs Manchester United,Day 4,Villa Park,Slot 8:00-10:00
Chelsea vs New Castle,Day 38,Old Trafford,Slot 8:00-10:00
Tottenham vs Everton,Day 8,Stamford Bridge,Slot 2:00-4:00
Arsenal vs Everton,Day 10,Stamford Bridge,Slot 2:00-4:00
New Castle vs Tottenham,Day 32,Wembley,Slot 5:00-7:00
Arsenal vs Manchester United,Day 40,Emirates Stadium,Slot 2:00-4:00
Brentford vs Everton,Day 5,Stamford Bridge,Slot 5:00-7:00
Liverpool vs Brentford,Day 36,Old Trafford,Slot 2:00-4:00
Tottenham vs Brentford,Day 1,Goodison Park,Slot 8:00-10:00
Arsenal vs New Castle,Day 34,St. James' Park,Slot 5:00-7:00
Chelsea vs New Castle,Day 36,Old Trafford,Slot 8:00-10:00
Arsenal vs Brentford,Day 15,Wembley,Slot 2:00-4:00
Manchester City vs Tottenham,Day 38,Elland Road,Slot 2:00-4:00
New Castle vs Brighton,Day 8,Stamford Bridge,Slot 8:00-10:00
