Generations,50
Population Size,10
Mutation Rate,0.1
Crossover Rate,0.4
Fitness,Best Fitness: 740.00
Seed,20

Match,Day,Venue,Time Slot
Manchester City vs Arsenal,Day 16,Stamford Bridge,Slot 2:00-4:00
Manchester City vs Liverpool,Day 23,Etihad Stadium,Slot 8:00-10:00
Manchester City vs Chelsea,Day 6,Etihad Stadium,Slot 8:00-10:00
Manchester City vs Manchester United,Day 17,Villa Park,Slot 8:00-10:00
Manchester City vs New Castle,Day 26,Emirates Stadium,Slot 8:00-10:00
Manchester City vs Tottenham,Day 29,Emirates Stadium,Slot 5:00-7:00
Manchester City vs Brentford,Day 12,Etihad Stadium,Slot 8:00-10:00
Manchester City vs Brighton,Day 27,Villa Park,Slot 2:00-4:00
Manchester City vs Everton,Day 33,Old Trafford,Slot 8:00-10:00
Arsenal vs Liverpool,Day 25,Etihad Stadium,Slot 8:00-10:00
Arsenal vs Chelsea,Day 37,Elland Road,Slot 8:00-10:00
Arsenal vs Manchester United,Day 36,Emirates Stadium,Slot 8:00-10:00
Arsenal vs New Castle,Day 32,Wembley,Slot 8:00-10:00
Arsenal vs Tottenham,Day 1,Wembley,Slot 2:00-4:00
Arsenal vs Brentford,Day 40,Elland Road,Slot 5:00-7:00
Arsenal vs Brighton,Day 28,Elland Road,Slot 8:00-10:00
Arsenal vs Everton,Day 23,Wembley,Slot 8:00-10:00
Liverpool vs Chelsea,Day 20,Anfield,Slot 5:00-7:00
Liverpool vs Manchester United,Day 28,Emirates Stadium,Slot 5:00-7:00
Liverpool vs New Castle,Day 18,Stamford Bridge,Slot 5:00-7:00
Liverpool vs Tottenham,Day 21,Anfield,Slot 2:00-4:00
Liverpool vs Brentford,Day 14,Anfield,Slot 2:00-4:00
Liverpool vs Brighton,Day 10,Villa Park,Slot 5:00-7:00
Liverpool vs Everton,Day 32,Old Trafford,Slot 8:00-10:00
Chelsea vs Manchester United,Day 16,Goodison Park,Slot 2:00-4:00
Chelsea vs New Castle,Day 13,Villa Park,Slot 2:00-4:00
Chelsea vs Tottenham,Day 27,Elland Road,Slot 8:00-10:00
Chelsea vs Brentford,Day 23,Old Trafford,Slot 5:00-7:00
Chelsea vs Brighton,Day 15,Goodison Park,Slot 8:00-10:00
Chelsea vs Everton,Day 35,Villa Park,Slot 8:00-10:00
Manchester United vs New Castle,Day 10,Stamford Bridge,Slot 8:00-10:00
Manchester United vs Tottenham,Day 5,Goodison Park,Slot 2:00-4:00
Manchester United vs Brentford,Day 4,St. James' Park,Slot 5:00-7:00
Manchester United vs Brighton,Day 31,Anfield,Slot 5:00-7:00
Manchester United vs Everton,Day 20,Wembley,Slot 2:00-4:00
New Castle vs Tottenham,Day 24,Villa Park,Slot 2:00-4:00
New Castle vs Brentford,Day 35,Emirates Stadium,Slot 2:00-4:00
New Castle vs Brighton,Day 22,Old Trafford,Slot 5:00-7:00
New Castle vs Everton,Day 6,Anfield,Slot 8:00-10:00
Tottenham vs Brentford,Day 7,Anfield,Slot 5:00-7:00
Tottenham vs Brighton,Day 3,Elland Road,Slot 2:00-4:00
Tottenham vs Everton,Day 4,Villa Park,Slot 5:00-7:00
Brentford vs Brighton,Day 2,Anfield,Slot 5:00-7:00
Brentford vs Everton,Day 30,Anfield,Slot 5:00-7:00
Brighton vs Everton,Day 1,Villa Park,Slot 8:00-10:00
