Generations,100
Population Size,10
Mutation Rate,0.2
Crossover Rate,0.9
Fitness,Best Fitness: 760.00
Seed,22

Match,Day,Venue,Time Slot
Manchester City vs Arsenal,Day 25,St. James' Park,Slot 2:00-4:00
Manchester City vs Liverpool,Day 34,Wembley,Slot 2:00-4:00
Manchester City vs Chelsea,Day 32,Stamford Bridge,Slot 5:00-7:00
Manchester City vs Manchester United,Day 10,Elland Road,Slot 8:00-10:00
Manchester City vs New Castle,Day 36,Old Trafford,Slot 8:00-10:00
Manchester City vs Tottenham,Day 8,Elland Road,Slot 5:00-7:00
Manchester City vs Brentford,Day 38,St. James' Park,Slot 8:00-10:00
Manchester City vs Brighton,Day 26,Villa Park,Slot 5:00-7:00
Manchester City vs Everton,Day 13,Elland Road,Slot 5:00-7:00
Arsenal vs Liverpool,Day 2,St. James' Park,Slot 2:00-4:00
Arsenal vs Chelsea,Day 27,Stamford Bridge,Slot 8:00-10:00
Arsenal vs Manchester United,Day 39,Wembley,Slot 2:00-4:00
Arsenal vs New Castle,Day 34,Etihad Stadium,Slot 8:00-10:00
Arsenal vs Tottenham,Day 1,Goodison Park,Slot 5:00-7:00
Arsenal vs Brentford,Day 24,Old Trafford,Slot 8:00-10:00
Arsenal vs Brighton,Day 33,Stamford Bridge,Slot 5:00-7:00
Arsenal vs Everton,Day 9,Elland Road,Slot 8:00-10:00
Liverpool vs Chelsea,Day 37,Anfield,Slot 2:00-4:00
Liverpool vs Manchester United,Day 9,Stamford Bridge,Slot 2:00-4:00
Liverpool vs New Castle,Day 13,St. James' Park,Slot 8:00-10:00
Liverpool vs Tottenham,Day 16,Elland Road,Slot 8:00-10:00
Liverpool vs Brentford,Day 25,Emirates Stadium,Slot 8:00-10:00
Liverpool vs Brighton,Day 20,Anfield,Slot 2:00-4:00
Liverpool vs Everton,Day 29,Stamford Bridge,Slot 2:00-4:00
Chelsea vs Manchester United,Day 29,Goodison Park,Slot 8:00-10:00
Chelsea vs New Castle,Day 25,Old Trafford,Slot 5:00-7:00
Chelsea vs Tottenham,Day 21,Wembley,Slot 2:00-4:00
Chelsea vs Brentford,Day 9,St. James' Park,Slot 5:00-7:00
Chelsea vs Brighton,Day 1,Wembley,Slot 2:00-4:00
Chelsea vs Everton,Day 19,St. James' Park,Slot 2:00-4:00
Manchester United vs New Castle,Day 40,Wembley,Slot 5:00-7:00
Manchester United vs Tottenham,Day 20,Etihad Stadium,Slot 2:00-4:00
Manchester United vs Brentford,Day 3,Old Trafford,Slot 5:00-7:00
Manchester United vs Brighton,Day 16,Villa Park,Slot 2:00-4:00
Manchester United vs Everton,Day 25,Stamford Bridge,Slot 5:00-7:00
New Castle vs Tottenham,Day 2,Old Trafford,Slot 2:00-4:00
New Castle vs Brentford,Day 17,Stamford Bridge,Slot 8:00-10:00
New Castle vs Brighton,Day 8,Villa Park,Slot 8:00-10:00
New Castle vs Everton,Day 27,Emirates Stadium,Slot 2:00-4:00
Tottenham vs Brentford,Day 5,Villa Park,Slot 5:00-7:00
Tottenham vs Brighton,Day 12,Elland Road,Slot 8:00-10:00
Tottenham vs Everton,Day 36,Emirates Stadium,Slot 2:00-4:00
Brentford vs Brighton,Day 21,Stamford Bridge,Slot 8:00-10:00
Brentford vs Everton,Day 14,Emirates Stadium,Slot 5:00-7:00
Brighton vs Everton,Day 24,Emirates Stadium,Slot 5:00-7:00
