Generations,25
Population Size,10
Mutation Rate,0.05
Crossover Rate,0.5
Fitness,Best Fitness: 680.00
Seed,27

Match,Day,Venue,Time Slot
Manchester City vs Arsenal,Day 25,Stamford Bridge,Slot 8:00-10:00
Manchester City vs Liverpool,Day 14,Villa Park,Slot 2:00-4:00
Manchester City vs Chelsea,Day 22,Old Trafford,Slot 2:00-4:00
Manchester City vs Manchester United,Day 8,Wembley,Slot 5:00-7:00
Manchester City vs New Castle,Day 40,St. James' Park,Slot 8:00-10:00
Manchester City vs Tottenham,Day 2,St. James' Park,Slot 2:00-4:00
Manchester City vs Brentford,Day 19,St. James' Park,Slot 8:00-10:00
Manchester City vs Brighton,Day 5,Stamford Bridge,Slot 2:00-4:00
Manchester City vs Everton,Day 38,Etihad Stadium,Slot 8:00-10:00
Arsenal vs Liverpool,Day 19,Villa Park,Slot 2:00-4:00
Arsenal vs Chelsea,Day 17,Villa Park,Slot 8:00-10:00
Arsenal vs Manchester United,Day 38,Emirates Stadium,Slot 8:00-10:00
Arsenal vs New Castle,Day 4,Goodison Park,Slot 5:00-7:00
Arsenal vs Tottenham,Day 1,Etihad Stadium,Slot 8:00-10:00
Arsenal vs Brentford,Day 2,Anfield,Slot 5:00-7:00
Arsenal vs Brighton,Day 24,Stamford Bridge,Slot 8:00-10:00
Arsenal vs Everton,Day 30,Villa Park,Slot 8:00-10:00
Liverpool vs Chelsea,Day 6,St. James' Park,Slot 8:00-10:00
Liverpool vs Manchester United,Day 4,Elland Road,Slot 5:00-7:00
Liverpool vs New Castle,Day 37,Anfield,Slot 5:00-7:00
Liverpool vs Tottenham,Day 3,St. James' Park,Slot 5:00-7:00
Liverpool vs Brentford,Day 34,Emirates Stadium,Slot 8:00-10:00
Liverpool vs Brighton,Day 29,St. James' Park,Slot 5:00-7:00
Liverpool vs Everton,Day 35,Wembley,Slot 2:00-4:00
Chelsea vs Manchester United,Day 28,Emirates Stadium,Slot 5:00-7:00
Chelsea vs New Castle,Day 14,Etihad Stadium,Slot 2:00-4:00
Chelsea vs Tottenham,Day 7,Anfield,Slot 2:00-4:00
Chelsea vs Brentford,Day 36,Wembley,Slot 8:00-10:00
Chelsea vs Brighton,Day 25,Etihad Stadium,Slot 2:00-4:00
Chelsea vs Everton,Day 19,Stamford Bridge,Slot 5:00-7:00
Manchester United vs New Castle,Day 6,Villa Park,Slot 5:00-7:00
Manchester United vs Tottenham,Day 35,Anfield,Slot 5:00-7:00
Manchester United vs Brentford,Day 1,Wembley,Slot 2:00-4:00
Manchester United vs Brighton,Day 16,Etihad Stadium,Slot 2:00-4:00
Manchester United vs Everton,Day 9,Etihad Stadium,Slot 2:00-4:00
New Castle vs Tottenham,Day 39,Stamford Bridge,Slot 8:00-10:00
New Castle vs Brentford,Day 11,Etihad Stadium,Slot 2:00-4:00
New Castle vs Brighton,Day 28,Etihad Stadium,Slot 8:00-10:00
New Castle vs Everton,Day 15,Villa Park,Slot 5:00-7:00
Tottenham vs Brentford,Day 40,Stamford Bridge,Slot 2:00-4:00
Tottenham vs Brighton,Day 38,Villa Park,Slot 8:00-10:00
Tottenham vs Everton,Day 16,Wembley,Slot 5:00-7:00
Brentford vs Brighton,Day 13,Etihad Stadium,Slot 2:00-4:00
Brentford vs Everton,Day 5,St. James' Park,Slot 2:00-4:00
Brighton vs Everton,Day 11,Old Trafford,Slot 2:00-4:00
