Generations,25
Population Size,5
Mutation Rate,0.05
Crossover Rate,0.7
Fitness,Best Fitness: 700.00
Seed,25

Match,Day,Venue,Time Slot
Manchester City vs Arsenal,Day 34,Elland Road,Slot 2:00-4:00
Manchester City vs Liverpool,Day 2,Emirates Stadium,Slot 5:00-7:00
Manchester City vs Chelsea,Day 6,St. James' Park,Slot 8:00-10:00
Manchester City vs Manchester United,Day 17,Old Trafford,Slot 5:00-7:00
Manchester City vs New Castle,Day 31,Wembley,Slot 8:00-10:00
Manchester City vs Tottenham,Day 18,Old Trafford,Slot 8:00-10:00
Manchester City vs Brentford,Day 16,Emirates Stadium,Slot 2:00-4:00
Manchester City vs Brighton,Day 33,Wembley,Slot 2:00-4:00
Manchester City vs Everton,Day 19,St. James' Park,Slot 2:00-4:00
Arsenal vs Liverpool,Day 10,Villa Park,Slot 8:00-10:00
Arsenal vs Chelsea,Day 37,Wembley,Slot 5:00-7:00
Arsenal vs Manchester United,Day 24,Elland Road,Slot 8:00-10:00
Arsenal vs New Castle,Day 40,Elland Road,Slot 2:00-4:00
Arsenal vs Tottenham,Day 20,Etihad Stadium,Slot 2:00-4:00
Arsenal vs Brentford,Day 30,Wembley,Slot 5:00-7:00
Arsenal vs Brighton,Day 35,Elland Road,Slot 2:00-4:00
Arsenal vs Everton,Day 4,Old Trafford,Slot 8:00-10:00
Liverpool vs Chelsea,Day 20,Villa Park,Slot 8:00-10:00
Liverpool vs Manchester United,Day 27,Old Trafford,Slot 5:00-7:00
Liverpool vs New Castle,Day 25,Villa Park,Slot 5:00-7:00
Liverpool vs Tottenham,Day 17,Old Trafford,Slot 8:00-10:00
Liverpool vs Brentford,Day 11,Old Trafford,Slot 2:00-4:00
Liverpool vs Brighton,Day 22,Emirates Stadium,Slot 8:00-10:00
Liverpool vs Everton,Day 31,Emirates Stadium,Slot 2:00-4:00
Chelsea vs Manchester United,Day 40,Etihad Stadium,Slot 2:00-4:00
Chelsea vs New Castle,Day 26,Elland Road,Slot 2:00-4:00
Chelsea vs Tottenham,Day 28,Wembley,Slot 8:00-10:00
Chelsea vs Brentford,Day 18,Etihad Stadium,Slot 8:00-10:00
Chelsea vs Brighton,Day 17,Etihad Stadium,Slot 2:00-4:00
Chelsea vs Everton,Day 11,Etihad Stadium,Slot 5:00-7:00
Manchester United vs New Castle,Day 3,Etihad Stadium,Slot 8:00-10:00
Manchester United vs Tottenham,Day 25,Anfield,Slot 2:00-4:00
Manchester United vs Brentford,Day 4,Wembley,Slot 8:00-10:00
Manchester United vs Brighton,Day 1,Stamford Bridge,Slot 8:00-10:00
Manchester United vs Everton,Day 21,Elland Road,Slot 5:00-7:00
New Castle vs Tottenham,Day 11,Villa Park,Slot 5:00-7:00
New Castle vs Brentford,Day 33,Old Trafford,Slot 8:00-10:00
New Castle vs Brighton,Day 37,Goodison Park,Slot 8:00-10:00
New Castle vs Everton,Day 30,Emirates Stadium,Slot 2:00-4:00
Tottenham vs Brentford,Day 27,Elland Road,Slot 8:00-10:00
Tottenham vs Brighton,Day 7,Emirates Stadium,Slot 2:00-4:00
Tottenham vs Everton,Day 13,St. James' Park,Slot 5:00-7:00
Brentford vs Brighton,Day 38,Old Trafford,Slot 5:00-7:00
Brentford vs Everton,Day 7,Goodison Park,Slot 5:00-7:00
Brighton vs Everton,Day 26,Villa Park,Slot 5:00-7:00
